"";"idPartida";"id";"jogador";"equipe";"tipo";"tempo";"quarto";"placar";"posX";"posY";"msg";"X"
"NA.10987";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.10988";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.10989";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261252";3646;474;78;3;"A2C";"02:02";4;"72 x 82";362.5;61;"G. Giovannoni acerta arremesso de dois pontos. (6/8 - 75.0% - Equipe: 17/45 - 37.8%)";NA
"261268";3646;458;78;3;"FAC";"03:53";4;"65 x 74";NA;NA;"G. Giovannoni comete falta. (2 falta(s) - Equipe: 11 falta(s))";NA
"261277";3646;449;78;3;"A3C";"05:16";4;"63 x 72";415.5;231;"É de três! G. Giovannoni acerta arremesso de três pontos. (1/3 - 33.3% - Equipe: 13/27 - 48.1%)";NA
"261279";3646;447;78;3;"RED";"05:24";4;"63 x 69";NA;NA;"G. Giovannoni pega rebote defensivo. (6 rebote(s) - Equipe: 34 rebote(s))";NA
"NA.10990";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.10991";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261305";3646;421;78;3;"BOR";"06:26";4;"63 x 65";NA;NA;"G. Giovannoni recupera a bola. ";NA
"NA.10992";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.10993";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261334";3646;392;78;3;"FAC";"09:33";4;"59 x 62";NA;NA;"G. Giovannoni comete falta. (1 falta(s) - Equipe: 9 falta(s))";NA
"261347";3646;379;78;3;"SBE";"10:00";4;"59 x 62";NA;NA;"Entra G. Giovannoni ";NA
"NA.10994";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261356";3646;360;78;3;"FAR";"00:02";3;"59 x 62";NA;NA;"G. Giovannoni sofre falta. ";NA
"NA.10995";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.10996";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261391";3646;325;78;3;"RED";"02:51";3;"53 x 54";NA;NA;"G. Giovannoni pega rebote defensivo. (5 rebote(s) - Equipe: 29 rebote(s))";NA
"NA.10997";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261422";3646;294;78;3;"ASS";"05:20";3;"45 x 49";NA;NA;"Assistência do G. Giovannoni (2 assistência(s) - Equipe: 12 assistência(s))";NA
"261424";3646;292;78;3;"A2E";"05:30";3;"45 x 49";353.5;126;"G. Giovannoni erra tentativa para dois pontos. (5/7 - 71.4% - Equipe: 12/29 - 41.4%)";NA
"261425";3646;291;78;3;"REO";"05:37";3;"45 x 49";NA;NA;"G. Giovannoni pega rebote ofensivo. (4 rebote(s) - Equipe: 25 rebote(s))";NA
"NA.10998";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261455";3646;261;78;3;"A3E";"07:55";3;"40 x 49";310.5;175;"G. Giovannoni erra tentativa para três pontos. (0/2 - 0.0% - Equipe: 8/17 - 47.1%)";NA
"261464";3646;252;78;3;"A2E";"09:29";3;"33 x 45";372.5;127;"G. Giovannoni erra tentativa para dois pontos. (5/6 - 83.3% - Equipe: 10/22 - 45.5%)";NA
"NA.10999";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261476";3646;240;78;3;"SBE";"10:00";3;"33 x 45";NA;NA;"Entra G. Giovannoni ";NA
"NA.11000";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11001";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261489";3646;217;78;3;"A2C";"01:29";2;"31 x 42";76.5;93;"G. Giovannoni acerta arremesso de dois pontos. (5/5 - 100.0% - Equipe: 10/21 - 47.6%)";NA
"261498";3646;208;78;3;"SBE";"02:24";2;"29 x 37";NA;NA;"Entra G. Giovannoni ";NA
"NA.11002";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261524";3646;181;78;3;"SBS";"04:15";2;"26 x 32";NA;NA;"Sai G. Giovannoni ";NA
"NA.11003";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261528";3646;177;78;3;"ERR";"04:15";2;"26 x 32";NA;NA;"G. Giovannoni perde posse de bola. ";NA
"NA.11004";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261532";3646;173;78;3;"ERR";"04:47";2;"26 x 32";NA;NA;"G. Giovannoni perde posse de bola. ";NA
"261545";3646;160;78;3;"BOR";"06:18";2;"21 x 32";NA;NA;"G. Giovannoni recupera a bola. ";NA
"NA.11005";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261572";3646;133;78;3;"RED";"08:44";2;"18 x 30";NA;NA;"G. Giovannoni pega rebote defensivo. (3 rebote(s) - Equipe: 14 rebote(s))";NA
"261574";3646;131;78;3;"A2C";"08:53";2;"18 x 30";70.5;189;"G. Giovannoni acerta arremesso de dois pontos. (4/4 - 100.0% - Equipe: 6/11 - 54.5%)";NA
"261586";3646;119;78;3;"SBE";"10:00";2;"16 x 28";NA;NA;"Entra G. Giovannoni ";NA
"NA.11006";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261604";3646;91;78;3;"A2C";"01:18";1;"14 x 23";84.5;32;"G. Giovannoni acerta arremesso de dois pontos. (3/3 - 100.0% - Equipe: 4/9 - 44.4%)";NA
"261613";3646;82;78;3;"A3E";"02:02";1;"14 x 21";165.5;89;"G. Giovannoni erra tentativa para três pontos. (0/1 - 0.0% - Equipe: 5/10 - 50.0%)";NA
"261621";3646;74;78;3;"RED";"03:27";1;"10 x 18";NA;NA;"G. Giovannoni pega rebote defensivo. (2 rebote(s) - Equipe: 9 rebote(s))";NA
"261627";3646;68;78;3;"A2C";"03:59";1;"10 x 18";81.5;100;"G. Giovannoni acerta arremesso de dois pontos. (2/2 - 100.0% - Equipe: 3/6 - 50.0%)";NA
"261665";3646;30;78;3;"RED";"07:22";1;"2 x 13";NA;NA;"G. Giovannoni pega rebote defensivo. (1 rebote(s) - Equipe: 4 rebote(s))";NA
"NA.11007";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"261668";3646;27;78;3;"A2C";"07:43";1;"2 x 13";46.5;110;"G. Giovannoni acerta arremesso de dois pontos. (1/1 - 100.0% - Equipe: 2/2 - 100.0%)";NA
"261677";3646;18;78;3;"ASS";"08:44";1;"2 x 5";NA;NA;"Assistência do G. Giovannoni (1 assistência(s) - Equipe: 1 assistência(s))";NA
"261686";3646;9;78;3;"SBE";"10:00";1;"0 x 0";NA;NA;"Entra G. Giovannoni ";NA
"NA.11008";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11009";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11010";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11011";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11012";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11013";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11014";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11016";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11018";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11019";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11020";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11021";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11023";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11024";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11025";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11026";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11027";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11028";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11029";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11030";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11031";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11032";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11033";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11034";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11035";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11036";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11037";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11038";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11039";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11040";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11041";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11042";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11043";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11044";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11045";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11046";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11047";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11048";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11049";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11050";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11051";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11052";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11053";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11054";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11055";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11056";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11057";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11058";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11059";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11060";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11061";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11062";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11063";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11064";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11065";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11066";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11067";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11068";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11069";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11070";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11071";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11072";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11073";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11074";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11075";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11076";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11077";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11078";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11079";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11080";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11081";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11082";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11083";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11084";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11085";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11086";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11087";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11088";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11089";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11090";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11091";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11092";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11093";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11094";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11095";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11096";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11097";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11098";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11099";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11100";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11101";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11102";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11103";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11104";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11105";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11106";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11107";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11108";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11109";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11110";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11111";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11112";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11113";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11114";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11115";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11116";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11117";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11118";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11119";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11120";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11121";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11122";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11123";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11124";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11125";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11126";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11127";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11128";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11129";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11130";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11131";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11132";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11133";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11134";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11135";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11136";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11137";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11138";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11139";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11140";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11141";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11142";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11143";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11144";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11145";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11146";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11147";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11148";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11149";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11150";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11151";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11152";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11153";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11154";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11155";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11156";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11157";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11158";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11159";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11160";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11161";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11162";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11163";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11164";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11165";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11166";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11167";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11168";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11169";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11170";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11171";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11172";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11173";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11174";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11175";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11176";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11177";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11178";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11179";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11180";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11181";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11182";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11183";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11184";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11185";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11186";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11187";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11188";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11189";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11190";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11191";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11192";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11193";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11194";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11195";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11196";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11197";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11198";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11199";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11200";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11201";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11202";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11203";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11204";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11205";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11206";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11207";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11208";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11209";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11210";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11211";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11212";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11213";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11214";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11215";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11216";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11217";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11218";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11219";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11220";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11221";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11222";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11223";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11224";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11225";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11226";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11227";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11228";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11229";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11230";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11231";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11232";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11233";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11234";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11235";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11236";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11237";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11238";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11239";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11240";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11241";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11242";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11243";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11244";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11245";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11246";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11247";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11248";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11249";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11250";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11251";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11252";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
